Dates,MOV_AVG_200D,RSI_14D,MOV_AVG_50D,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_VOLUME,VOLATILITY_30D,BETA_ADJ_OVERRIDABLE,PX_HIGH_LOW_DIFFERENCE
4/20/16,2014.39,68.24,2003.1,2102.4,2101.52,2111.05,2096.32,6.30E+08,9.97,1,14.73
4/21/16,2014.44,63.2,2007.88,2091.48,2102.09,2103.78,2088.52,6.62E+08,10.19,1,15.26
4/22/16,2014.66,63.23,2012.68,2091.58,2091.49,2094.32,2081.2,7.13E+08,9.14,1,13.12
4/25/16,2014.85,61.41,2017.85,2087.79,2089.37,2089.37,2077.52,5.51E+08,9.15,1,11.85
4/26/16,2014.92,62.6,2022.39,2091.7,2089.84,2096.87,2085.8,6.09E+08,9.11,1,11.07
4/27/16,2014.9,63.68,2026.38,2095.15,2092.33,2099.89,2082.31,6.87E+08,9.01,1,17.58
4/28/16,2014.73,54.28,2029.36,2075.81,2090.93,2099.3,2071.62,7.00E+08,9.37,1,27.68
4/29/16,2014.52,49.97,2032.31,2065.3,2071.82,2073.85,2052.28,8.96E+08,9.44,1,21.57
5/2/16,2014.31,55.78,2035.58,2081.43,2067.17,2083.42,2066.11,6.09E+08,9.7,1,17.31
5/3/16,2013.99,48.93,2037.94,2063.37,2077.18,2077.18,2054.89,6.42E+08,10.08,1,22.29
5/4/16,2013.61,44.9,2040.54,2051.12,2060.3,2060.3,2045.55,6.34E+08,10.05,1,14.75
5/5/16,2013.26,44.74,2042.96,2050.63,2052.95,2060.23,2045.77,6.07E+08,10.05,1,14.46
5/6/16,2012.98,47.4,2045.06,2057.14,2047.77,2057.72,2039.45,5.96E+08,10.09,1,18.27
5/9/16,2012.76,48.04,2047.28,2058.69,2057.55,2064.15,2054.31,5.62E+08,9.75,1,9.84
5/10/16,2012.79,57.33,2050.32,2084.39,2062.63,2084.87,2062.63,5.26E+08,10.36,1,22.24
5/11/16,2012.77,49.88,2052.04,2064.46,2083.29,2083.29,2064.46,5.88E+08,10.76,1,18.83
5/12/16,2012.62,49.76,2053.6,2064.11,2067.17,2073.99,2053.13,5.97E+08,10.58,1,20.86
5/13/16,2012.31,43.96,2054.66,2046.61,2062.5,2066.79,2043.13,5.76E+08,10.84,0.99,23.66
5/16/16,2012.11,51.01,2055.99,2066.66,2046.53,2071.88,2046.53,5.80E+08,10.8,1,25.35
5/17/16,2011.82,45.09,2056.9,2047.21,2065.04,2065.69,2040.82,6.94E+08,10.72,0.99,24.87
5/18/16,2011.57,45.23,2058.27,2047.63,2044.38,2060.61,2034.49,5.65E+08,10.08,0.99,26.12
5/19/16,2011.3,42.98,2059.29,2040.04,2044.21,2044.21,2025.91,5.95E+08,10.11,0.99,18.3
5/20/16,2011.07,47.53,2060.54,2052.32,2041.88,2058.35,2041.88,7.25E+08,10.24,1,16.47
5/23/16,2010.89,46.15,2061.06,2048.04,2052.23,2055.58,2047.26,5.31E+08,9.83,1,8.32
5/24/16,2010.88,55.32,2062.19,2076.06,2052.65,2079.67,2052.65,5.66E+08,10.23,1,27.02
5/25/16,2010.81,59.18,2063.68,2090.54,2078.93,2094.73,2078.93,5.90E+08,10.44,1,15.8
5/26/16,2010.84,59.01,2064.94,2090.1,2091.44,2094.3,2087.08,4.87E+08,10.44,1,7.22
5/27/16,2010.91,61.4,2066.1,2099.06,2090.06,2099.06,2090.06,5.20E+08,10.33,1,9
5/31/16,2010.98,60.51,2067.05,2096.96,2100.13,2103.48,2088.66,9.13E+08,10.29,1,14.82
6/1/16,2011.01,61.2,2068.01,2099.33,2093.94,2100.97,2085.1,5.74E+08,10.3,1,15.87
6/2/16,2011.03,62.93,2069.12,2105.26,2097.71,2105.26,2088.59,6.38E+08,10.2,1,16.67
6/3/16,2011.04,59.95,2070.36,2099.13,2104.07,2104.07,2085.36,5.78E+08,10.25,1,18.71
6/6/16,2011.19,63.1,2071.83,2109.41,2100.83,2113.36,2100.83,5.40E+08,10.33,0.99,12.53
6/7/16,2011.57,63.91,2073.34,2112.13,2110.18,2119.22,2110.18,5.47E+08,10.32,0.99,9.04
6/8/16,2012.31,65.98,2074.62,2119.12,2112.71,2120.55,2112.71,5.04E+08,10.35,0.99,7.84
6/9/16,2013.42,63.93,2075.65,2115.48,2115.65,2117.64,2107.73,4.94E+08,9.93,0.99,9.91
6/10/16,2014.57,54.24,2076.37,2096.07,2109.57,2109.57,2089.96,5.60E+08,10.23,1,19.61
6/13/16,2015.26,47.46,2076.5,2079.06,2091.75,2098.12,2078.46,5.69E+08,10.29,1,19.66
6/14/16,2015.7,46.09,2076.68,2075.32,2076.65,2081.3,2064.1,5.87E+08,9.95,1,17.2
6/15/16,2016.11,44.68,2077.21,2071.5,2077.6,2085.65,2069.8,5.84E+08,9.79,1,15.85
6/16/16,2016.64,47.62,2077.44,2077.99,2066.36,2079.62,2050.37,5.61E+08,9.82,1,29.25
6/17/16,2017.43,44.93,2078.02,2071.22,2078.2,2078.2,2062.84,1.31E+09,9.85,1,15.36
6/20/16,2018.1,50.29,2078.74,2083.25,2075.58,2100.66,2075.58,6.05E+08,9.99,0.99,25.08
6/21/16,2018.79,52.62,2079.67,2088.9,2085.19,2093.66,2083.02,5.42E+08,9.3,0.99,10.64
6/22/16,2019.61,51.05,2080.15,2085.45,2089.75,2099.71,2084.36,5.24E+08,8.83,0.99,15.35
6/23/16,2020.33,61.16,2080.77,2113.32,2092.8,2113.32,2092.8,5.31E+08,9.63,0.99,20.52
6/24/16,2020.8,38.09,2079.86,2037.41,2103.81,2103.81,2032.57,1.42E+09,14.56,1,71.24
6/27/16,2021.05,31.81,2078.26,2000.54,2031.45,2031.45,1991.68,8.94E+08,15.2,1,39.77
6/28/16,2021.42,41.77,2077.09,2036.09,2006.67,2036.09,2006.67,7.28E+08,15.96,1,29.42
6/29/16,2022.01,49.52,2076.49,2070.77,2042.69,2073.13,2042.69,7.01E+08,16.76,1,30.44
6/30/16,2022.61,54.77,2076.42,2098.86,2073.17,2098.94,2070,9.04E+08,17.15,1,28.94
7/1/16,2023.15,55.5,2076.65,2102.95,2099.34,2108.71,2097.9,5.60E+08,17.09,1,10.81
7/5/16,2023.64,52.32,2076.59,2088.55,2095.05,2095.05,2080.86,6.57E+08,17.22,1,14.19
7/6/16,2024.35,54.5,2076.83,2099.73,2084.43,2100.72,2074.02,6.56E+08,16.82,1,26.7
7/7/16,2025.01,54.06,2076.95,2097.9,2100.42,2109.08,2089.39,5.54E+08,16.7,1,19.69
7/8/16,2025.94,60.08,2077.65,2129.9,2106.97,2131.71,2106.97,6.04E+08,17.29,1,24.74
7/11/16,2026.93,61.32,2078.87,2137.16,2131.72,2143.16,2131.72,5.31E+08,17.28,1,11.44
7/12/16,2028.03,63.81,2080.61,2152.14,2139.5,2155.4,2139.5,6.11E+08,17.37,1,15.9
7/13/16,2029.14,63.86,2082.03,2152.43,2153.81,2156.45,2146.21,5.22E+08,17.38,1,10.24
7/14/16,2030.55,65.79,2084.04,2163.75,2157.88,2168.99,2157.88,5.38E+08,17.42,1,11.11
7/15/16,2031.94,65.12,2086.25,2161.74,2165.13,2169.05,2155.79,6.54E+08,17.38,1,13.26
7/18/16,2033.17,66.07,2088.58,2166.89,2162.04,2168.35,2159.63,4.92E+08,17.35,1,8.72
7/19/16,2034.37,64.92,2090.71,2163.78,2163.79,2164.63,2159.01,5.25E+08,17.36,1,5.62
7/20/16,2035.48,66.77,2092.99,2173.02,2166.1,2175.63,2164.89,5.07E+08,17.38,1,10.74
7/21/16,2036.37,63.7,2094.61,2165.17,2172.91,2174.56,2159.75,5.65E+08,17.41,1,14.81
7/22/16,2037.35,65.83,2096.82,2175.03,2166.47,2175.11,2163.24,5.35E+08,17.16,1,11.87
7/25/16,2038.21,63.18,2098.91,2168.48,2173.71,2173.71,2161.95,5.44E+08,16.97,1,11.76
7/26/16,2038.99,63.35,2101.36,2169.18,2168.97,2173.54,2160.18,5.53E+08,16.94,1,13.36
7/27/16,2039.75,62.21,2103.36,2166.58,2169.81,2174.98,2159.07,6.73E+08,16.93,1,15.91
7/28/16,2040.51,63.17,2105.82,2170.06,2166.05,2172.85,2159.74,5.71E+08,16.93,1,13.11
7/29/16,2041.36,64.16,2108.34,2173.6,2168.83,2177.09,2163.49,7.96E+08,16.86,1,13.6
8/1/16,2042.24,62.74,2110.95,2170.84,2173.15,2178.29,2166.21,5.51E+08,16.83,1,12.08
8/2/16,2042.91,56.04,2113.05,2157.03,2169.94,2170.2,2147.58,6.25E+08,16.99,1,22.62
8/3/16,2043.56,58.38,2115.36,2163.79,2156.81,2163.79,2152.56,5.47E+08,16.98,1,11.23
8/4/16,2044.21,58.54,2117.12,2164.25,2163.51,2168.19,2159.07,5.01E+08,16.56,1,9.12
8/5/16,2044.97,64.56,2118.97,2182.87,2168.79,2182.87,2168.79,5.77E+08,11.98,1,14.08
8/8/16,2045.78,63.5,2120.79,2180.89,2183.76,2185.44,2177.85,4.96E+08,10.2,1,7.59
8/9/16,2046.43,63.77,2122.44,2181.74,2182.24,2187.66,2178.61,4.33E+08,9.15,1,9.05
8/10/16,2046.93,60.2,2124.01,2175.49,2182.81,2183.41,2172,4.49E+08,8.1,1,11.41
8/11/16,2047.5,63.8,2125.74,2185.79,2177.97,2188.45,2177.97,4.84E+08,7.3,1,10.48
8/12/16,2048.1,62.77,2127.32,2184.05,2183.74,2186.28,2179.42,4.51E+08,7.33,1,6.86
8/15/16,2048.59,64.91,2129.14,2190.15,2186.08,2193.81,2186.08,4.53E+08,6.88,1,7.73
8/16/16,2049.04,57.85,2130.51,2178.15,2186.24,2186.24,2178.14,4.93E+08,7.1,1,8.1
8/17/16,2049.55,59.46,2131.91,2182.22,2177.84,2183.08,2168.5,5.07E+08,7.07,1,14.58
8/18/16,2049.97,61.34,2133.27,2187.02,2181.9,2187.03,2180.46,5.20E+08,5.65,1,6.57
8/19/16,2050.34,59.4,2134.64,2183.87,2184.24,2185,2175.13,5.88E+08,5.64,1,9.87
8/22/16,2050.74,58.62,2136.37,2182.64,2181.58,2185.15,2175.96,4.68E+08,5.31,1,9.19
8/23/16,2051.17,60.55,2138.53,2186.9,2187.81,2193.42,2186.8,4.72E+08,5.32,1,6.62
8/24/16,2051.56,53.33,2140.53,2175.44,2185.09,2186.66,2171.25,4.77E+08,5.39,1,15.41
8/25/16,2052.03,51.61,2142.55,2172.47,2173.29,2179,2169.74,4.63E+08,5.4,1,9.26
8/26/16,2052.46,49.62,2144.37,2169.04,2175.1,2187.94,2160.39,4.99E+08,5.38,1,27.55
8/29/16,2052.99,55.7,2146.55,2180.38,2170.19,2183.48,2170.19,4.38E+08,5.58,1,13.29
8/30/16,2053.64,53.11,2148.41,2176.12,2179.45,2182.27,2170.41,4.74E+08,5.47,1,11.86
8/31/16,2054.38,50.06,2150.05,2170.95,2173.56,2173.79,2161.35,6.65E+08,5.41,1,12.44
9/1/16,2054.97,50.01,2151.76,2170.86,2171.33,2173.56,2157.09,5.11E+08,5.23,1,16.47
9/2/16,2055.61,55.25,2153.09,2179.98,2177.49,2184.87,2173.59,4.97E+08,5.3,1,11.28
9/6/16,2056.13,58.58,2156.07,2186.48,2181.61,2186.57,2175.1,5.83E+08,5.36,1,11.47
9/7/16,2056.65,58.35,2159.79,2186.16,2185.17,2187.87,2179.07,5.19E+08,5.35,1,8.8
9/8/16,2057.11,54.83,2162.69,2181.3,2182.76,2184.94,2177.49,5.36E+08,5.38,1,7.45
9/9/16,2057.32,31.94,2163.83,2127.81,2169.08,2169.08,2127.81,7.42E+08,9.2,1,41.27
9/12/16,2057.67,46.09,2165.04,2159.04,2120.86,2163.3,2119.12,6.86E+08,10.27,1,44.18
9/13/16,2057.86,37.49,2165.52,2127.02,2150.47,2150.47,2120.27,6.79E+08,11.04,1,30.2
9/14/16,2058.04,37.19,2166.26,2125.77,2127.86,2141.33,2119.9,6.22E+08,10.99,1,21.43
9/15/16,2058.37,45.11,2167.21,2147.26,2125.36,2151.31,2122.36,5.91E+08,11.44,1,28.95
9/16/16,2058.56,42.91,2168.04,2139.16,2146.48,2146.48,2131.2,1.49E+09,11.15,1,15.28
9/19/16,2058.85,42.9,2168.22,2139.12,2143.99,2153.61,2135.91,5.19E+08,11.15,1,17.7
9/20/16,2059.3,43.16,2168.27,2139.76,2145.94,2150.8,2139.17,4.90E+08,11.15,1,11.63
9/21/16,2059.66,51.6,2168.49,2163.12,2144.58,2165.11,2139.57,5.93E+08,11.64,1,25.54
9/22/16,2060.16,55.85,2168.99,2177.18,2170.94,2179.99,2170.94,5.48E+08,11.72,1,9.05
9/23/16,2060.67,51.52,2169.01,2164.69,2173.29,2173.75,2163.97,5.47E+08,11.84,1,9.78
9/26/16,2061.16,45.83,2168.69,2146.1,2158.54,2158.54,2145.04,5.27E+08,12.06,1,13.5
9/27/16,2061.7,50.23,2168.55,2159.93,2146.04,2161.13,2141.55,5.40E+08,12.15,1,19.58
9/28/16,2062.49,53.6,2168.71,2171.37,2161.85,2172.4,2151.79,5.63E+08,12.24,1,20.61
9/29/16,2063.14,47.48,2168.27,2151.13,2168.9,2172.67,2145.2,6.28E+08,12.52,1,27.47
9/30/16,2063.76,52.43,2168.33,2168.27,2156.51,2175.3,2156.51,8.17E+08,12.77,1,18.79
10/3/16,2064.2,50.33,2168.05,2161.2,2164.33,2164.41,2154.77,5.21E+08,12.81,1,9.64
10/4/16,2064.75,47.23,2167.69,2150.49,2163.37,2165.46,2144.01,5.70E+08,12.86,1,21.45
10/5/16,2065.52,50.08,2167.51,2159.73,2155.15,2163.95,2155.15,6.04E+08,12.85,1,8.8
10/6/16,2066.22,50.41,2167.39,2160.77,2158.22,2162.93,2150.28,5.21E+08,12.85,1,12.65
10/7/16,2066.79,48.13,2167.06,2153.74,2164.19,2165.86,2144.85,6.26E+08,12.88,1,21.01
10/10/16,2067.29,51.46,2166.86,2163.66,2160.39,2169.6,2160.39,4.58E+08,12.86,1,9.21
10/11/16,2067.67,43.32,2166.18,2136.73,2161.35,2161.56,2128.84,5.84E+08,13.36,1,32.72
10/12/16,2068.08,44.18,2165.82,2139.18,2137.67,2145.36,2132.77,4.63E+08,13.36,1,12.59
10/13/16,2068.35,42.3,2165.2,2132.55,2130.26,2138.19,2114.72,5.73E+08,13.38,1,23.47
10/14/16,2068.7,42.47,2164.57,2132.98,2139.68,2149.19,2132.98,5.54E+08,13.3,1,16.21
10/17/16,2069.11,40.52,2163.45,2126.5,2132.95,2135.61,2124.43,4.86E+08,13.27,1,11.18
10/18/16,2069.75,45.93,2162.62,2139.6,2138.31,2144.38,2135.49,4.93E+08,13.44,1,8.89
10/19/16,2070.38,47.76,2161.87,2144.29,2140.81,2148.44,2138.15,5.56E+08,13.46,1,10.29
10/20/16,2071.14,46.69,2161.19,2141.34,2142.51,2147.18,2133.44,5.78E+08,11.17,1,13.74
10/21/16,2072.13,46.62,2160.3,2141.16,2139.43,2142.63,2130.09,6.59E+08,10.25,1,12.54
10/24/16,2073.28,51.01,2159.64,2151.33,2148.5,2154.79,2146.91,5.26E+08,9.28,1,7.88
10/25/16,2074.37,47.62,2158.7,2143.16,2149.72,2151.44,2141.93,5.36E+08,9.37,1,9.51
10/26/16,2075.38,46.12,2157.93,2139.43,2136.97,2145.73,2131.59,5.67E+08,8.88,1,14.14
10/27/16,2076.59,43.58,2156.94,2133.04,2144.06,2147.13,2132.52,6.20E+08,8.85,1,14.61
10/28/16,2077.61,41.05,2155.73,2126.41,2132.23,2140.72,2119.36,6.46E+08,8.89,1,21.36
10/31/16,2078.84,40.95,2154.58,2126.15,2129.78,2133.25,2125.53,6.76E+08,8.89,1,7.72
11/1/16,2080,35.73,2153.16,2111.72,2128.68,2131.45,2097.85,7.22E+08,8.41,1,33.6
11/2/16,2081.19,31.59,2151.38,2097.94,2109.43,2111.76,2094,6.54E+08,8.26,1,17.76
11/3/16,2082.29,29.14,2149.64,2088.66,2098.8,2102.56,2085.23,5.99E+08,8.2,1,17.33
11/4/16,2083.18,28.26,2147.9,2085.18,2083.79,2099.07,2083.79,6.28E+08,7.88,1,15.28
11/7/16,2084.45,50.01,2147.15,2131.52,2100.59,2132,2100.59,6.12E+08,10.26,1,31.41
11/8/16,2085.63,52.7,2146.33,2139.56,2129.92,2146.87,2123.56,5.60E+08,10.19,1,23.31
11/9/16,2087.03,59.58,2146.07,2163.26,2131.56,2170.1,2125.35,1.01E+09,10.37,1,44.75
11/10/16,2088.4,60.67,2146.01,2167.48,2167.49,2182.3,2151.17,1.01E+09,10.11,1,31.13
11/11/16,2089.52,59.43,2145.88,2164.45,2162.71,2165.92,2152.49,7.46E+08,10.07,1,13.43
11/14/16,2090.65,59.32,2145.56,2164.2,2165.64,2171.36,2156.08,8.07E+08,9.95,1,15.28
11/15/16,2092.03,63.91,2145.44,2180.39,2168.29,2180.84,2166.38,6.94E+08,10.11,1,14.46
11/16/16,2093.36,62.29,2145.26,2176.94,2177.53,2179.22,2172.2,5.81E+08,10.13,1,7.02
11/17/16,2094.71,65.09,2145.37,2187.12,2178.61,2188.06,2176.65,5.76E+08,10.15,1,11.41
11/18/16,2096.22,62.53,2146.45,2181.9,2186.85,2189.89,2180.38,6.77E+08,10.1,1,9.51
11/21/16,2097.95,66.91,2147.24,2198.18,2186.43,2198.7,2186.43,5.78E+08,9.5,1,12.27
11/22/16,2099.7,68.08,2148.75,2202.94,2201.56,2204.8,2194.51,5.99E+08,9.51,1,10.29
11/23/16,2101.47,68.53,2150.33,2204.72,2198.55,2204.72,2194.51,5.27E+08,9.42,1,10.21
11/25/16,2103.39,70.69,2151.66,2213.35,2206.27,2213.35,2206.27,2.63E+08,9.45,1,7.08
11/28/16,2105.07,64.29,2152.91,2201.72,2210.21,2211.14,2200.36,5.67E+08,9.57,1,10.78
11/29/16,2106.62,65.15,2154.22,2204.66,2200.76,2210.46,2198.15,5.89E+08,9.45,1,12.31
11/30/16,2107.98,61.96,2155.4,2198.81,2204.97,2214.1,2198.81,1.06E+09,9.5,1,15.29
12/1/16,2109.34,57.93,2155.96,2191.08,2200.17,2202.6,2187.44,7.51E+08,9.57,1,15.16
12/2/16,2110.71,58.26,2156.25,2191.95,2191.12,2197.95,2188.37,5.93E+08,9.57,1,9.58
12/5/16,2112.01,62.85,2157.05,2204.71,2200.65,2209.42,2199.97,6.28E+08,9.62,1,9.45
12/6/16,2113.46,65.28,2158.38,2212.23,2207.26,2212.78,2202.21,5.53E+08,9.53,1,10.57
12/7/16,2115.02,72.71,2160,2241.35,2210.72,2241.63,2208.93,7.10E+08,10.14,1,32.7
12/8/16,2116.49,73.72,2161.5,2246.19,2241.13,2251.69,2237.57,6.30E+08,10.04,1,14.12
12/9/16,2118.05,76.31,2163.67,2259.53,2249.73,2259.8,2249.23,5.56E+08,9.99,1,10.57
12/12/16,2119.68,74.78,2165.44,2256.96,2258.83,2264.03,2252.37,6.32E+08,10.02,1,11.66
12/13/16,2121.14,77.57,2167.65,2271.72,2263.32,2277.53,2263.32,5.93E+08,9.71,1,14.21
12/14/16,2122.48,67.53,2169.71,2253.28,2268.35,2276.2,2248.44,7.14E+08,9.86,1,27.76
12/15/16,2123.82,69.55,2171.76,2262.03,2253.77,2272.12,2253.77,6.54E+08,9.63,1,18.35
12/16/16,2125.11,67.51,2173.7,2258.07,2266.81,2268.05,2254.24,1.50E+09,9.64,1,13.81
12/19/16,2126.41,68.62,2175.88,2262.53,2259.24,2267.47,2258.21,5.03E+08,7.57,1,9.26
12/20/16,2127.87,70.63,2178.02,2270.76,2266.5,2272.56,2266.14,5.18E+08,7.57,1,6.42
12/21/16,2129.25,67.48,2180.59,2265.18,2270.54,2271.23,2265.15,4.33E+08,7.15,1,6.08
12/22/16,2130.61,65.11,2183.02,2260.96,2262.93,2263.18,2256.08,4.81E+08,7.22,1,7.1
12/23/16,2131.82,65.97,2185.65,2263.79,2260.25,2263.79,2258.84,3.05E+08,7.17,1,4.95
12/27/16,2133.06,67.53,2188.37,2268.88,2266.23,2273.82,2266.15,3.00E+08,7.15,1,7.67
12/28/16,2134.23,57.08,2190.83,2249.92,2270.23,2271.31,2249.11,3.82E+08,7.52,1,22.2
12/29/16,2135.34,56.75,2193.03,2249.26,2249.5,2254.51,2244.56,3.45E+08,7.49,1,9.95
12/30/16,2136.33,51.68,2194.92,2238.83,2251.61,2253.58,2233.62,5.45E+08,7.6,1,19.96
1/3/17,2137.38,58.89,2197.25,2257.83,2251.57,2263.88,2245.13,6.49E+08,7.86,1,18.75
1/4/17,2138.47,62.94,2199.84,2270.75,2261.6,2272.82,2261.6,5.73E+08,7.75,1,11.22
1/5/17,2139.57,62.04,2202.19,2269,2268.18,2271.5,2260.45,5.73E+08,7.76,1,11.05
1/6/17,2140.77,64.51,2204.87,2276.98,2271.14,2282.1,2264.06,4.85E+08,7.8,1,18.04
1/9/17,2141.93,60.24,2207.46,2268.9,2273.59,2275.49,2268.9,5.32E+08,7.87,1,6.59
1/10/17,2143.09,60.24,2210.18,2268.9,2269.72,2279.27,2265.27,5.96E+08,7.65,1,14
1/11/17,2144.19,62.53,2213.15,2275.32,2268.6,2275.32,2260.83,5.49E+08,7.66,1,14.49
1/12/17,2145.23,59.72,2216.04,2270.44,2271.14,2271.78,2254.25,4.78E+08,7.64,1,17.53
1/13/17,2146.3,61.33,2219.3,2274.64,2272.74,2278.68,2271.51,4.86E+08,7.51,1,7.17
1/17/17,2147.28,57.36,2222.7,2267.89,2269.14,2272.08,2262.81,6.07E+08,7.61,1,9.27
1/18/17,2148.31,59.05,2226.36,2271.89,2269.14,2272.01,2263.35,5.10E+08,7.48,1,8.66
1/19/17,2149.4,54.29,2229.93,2263.69,2271.9,2274.33,2258.41,5.12E+08,7.57,1,15.92
1/20/17,2150.42,57.7,2232.73,2271.31,2269.96,2276.96,2265.01,7.20E+08,6.6,1,11.95
1/23/17,2151.54,54.21,2235.24,2265.2,2267.78,2271.78,2257.02,5.35E+08,6.64,1,14.76
1/24/17,2152.7,60.48,2237.58,2280.07,2267.88,2284.63,2266.68,5.71E+08,6.7,1,17.95
1/25/17,2153.98,66.55,2240.2,2298.37,2288.88,2299.55,2288.88,6.27E+08,7.06,1,10.67
1/26/17,2155.16,65.55,2242.84,2296.68,2298.63,2300.99,2294.08,5.90E+08,6.83,1,6.91
1/27/17,2156.22,64.32,2245.45,2294.69,2299.02,2299.02,2291.62,5.18E+08,6.31,1,7.4
1/30/17,2157.21,56.44,2247.46,2280.9,2286.01,2286.01,2268.04,5.61E+08,6.53,1,17.97
1/31/17,2158.2,55.36,2249.5,2278.87,2274.02,2279.09,2267.21,7.63E+08,6.51,1,11.88
2/1/17,2159.13,55.67,2251.35,2279.55,2285.59,2289.14,2272.44,6.14E+08,6.49,1,16.7
2/2/17,2160.03,56.28,2253.33,2280.85,2276.69,2283.97,2271.65,5.82E+08,6.41,1,12.32
2/3/17,2161,63.27,2255.31,2297.42,2288.54,2298.31,2287.88,5.66E+08,6.69,1,10.43
2/6/17,2162.01,60.23,2257.1,2292.56,2294.28,2296.18,2288.57,5.14E+08,6.7,1,7.61
2/7/17,2163.01,60.45,2258.87,2293.08,2295.87,2299.4,2290.16,5.36E+08,6.7,1,9.24
2/8/17,2164.05,61.15,2260.5,2294.67,2289.55,2295.91,2285.38,5.34E+08,6.67,1,10.53
2/9/17,2165.13,66.49,2262.62,2307.87,2296.7,2311.08,2296.61,5.37E+08,6.28,1,14.47
2/10/17,2166.23,69.32,2264.85,2316.1,2312.27,2319.23,2311.1,5.13E+08,6.32,1,8.13
2/13/17,2167.5,72.95,2267.44,2328.25,2321.72,2331.58,2321.42,5.02E+08,6.19,1,10.16
2/14/17,2168.86,75.37,2270.37,2337.58,2326.12,2337.58,2322.17,5.47E+08,5.85,1,15.41
2/15/17,2170.2,78.01,2273.51,2349.25,2335.58,2351.3,2334.81,5.76E+08,5.8,1,16.49
2/16/17,2171.62,76.47,2276.36,2347.22,2349.64,2351.31,2338.87,5.37E+08,5.8,1,12.44
2/17/17,2173.12,77.4,2279.14,2351.16,2343.01,2351.16,2339.58,6.66E+08,5.76,1,11.58
2/21/17,2174.69,80.41,2281.62,2365.38,2354.91,2366.71,2354.91,5.79E+08,5.75,1,11.8
2/22/17,2176.22,78.39,2283.96,2362.82,2361.11,2365.13,2358.34,5.21E+08,5.79,1,6.79
2/23/17,2177.74,78.61,2286.04,2363.81,2367.5,2368.26,2355.09,5.52E+08,5.78,1,13.17
2/24/17,2179.16,79.43,2288.25,2367.34,2355.73,2367.34,2352.87,6.11E+08,5.68,1,14.47
2/27/17,2180.68,79.99,2290.21,2369.75,2365.23,2371.54,2361.87,4.87E+08,5.68,1,9.67
2/28/17,2182.18,74.43,2292.42,2363.64,2366.08,2367.79,2358.96,7.69E+08,5.65,1,8.83
3/1/17,2183.93,81.69,2295.1,2395.96,2380.13,2400.98,2380.13,6.58E+08,6.72,1,20.85
3/2/17,2185.51,72.11,2297.57,2381.92,2394.75,2394.75,2380.17,5.30E+08,6.92,1,14.58
3/3/17,2187.18,72.41,2299.98,2383.12,2380.92,2383.89,2375.39,4.92E+08,6.91,1,8.5
3/6/17,2188.82,67.37,2302.07,2375.31,2375.23,2378.8,2367.98,5.19E+08,6.95,1,10.82
3/7/17,2190.46,63.17,2304.14,2368.39,2370.74,2375.12,2365.51,4.98E+08,6.91,1,9.61
3/8/17,2192.02,60.02,2306.18,2362.98,2369.81,2373.09,2361.01,5.47E+08,6.67,1,12.08
3/9/17,2193.6,60.76,2308.2,2364.87,2363.49,2369.08,2354.54,5.15E+08,6.64,1,14.54
3/10/17,2195.09,63.7,2310.28,2372.6,2372.52,2376.86,2363.04,5.33E+08,6.65,1,13.82
3/13/17,2196.5,64.03,2312.75,2373.47,2371.56,2374.42,2368.52,4.72E+08,6.28,1,5.9
3/14/17,2197.88,58.77,2315.07,2365.45,2368.55,2368.55,2358.18,4.46E+08,6.4,1,10.37
3/15/17,2199.31,66.16,2318,2385.26,2370.34,2390.01,2368.94,5.39E+08,6.73,1,21.07
3/16/17,2200.73,63.75,2320.47,2381.38,2387.71,2388.1,2377.18,5.03E+08,6.79,1,10.92
3/17/17,2202.12,61.79,2322.62,2378.25,2383.71,2385.71,2377.64,1.61E+09,6.6,1,8.07
3/20/17,2203.47,58.83,2324.71,2373.47,2378.24,2379.55,2369.66,4.92E+08,6.6,1,9.89
3/21/17,2204.69,44.61,2326.05,2344.02,2379.32,2381.93,2341.9,6.63E+08,7.76,1,40.03
3/22/17,2205.88,46.7,2327.64,2348.45,2343,2351.81,2336.45,5.75E+08,7.77,1,15.36
3/23/17,2207.05,45.66,2329.18,2345.96,2345.97,2358.92,2342.13,5.18E+08,7.64,1,16.79
3/24/17,2208.18,44.8,2330.56,2343.98,2350.42,2356.22,2335.74,5.59E+08,7.59,1,20.48
3/27/17,2209.31,43.74,2331.98,2341.59,2329.11,2344.9,2322.25,5.44E+08,7.45,1,22.65
3/28/17,2210.62,52.4,2333.66,2358.57,2339.79,2363.78,2337.63,5.14E+08,7.66,1,26.15
3/29/17,2212.03,53.56,2335.52,2361.13,2356.54,2363.36,2352.94,4.49E+08,7.53,1,10.42
3/30/17,2213.5,56.64,2337.45,2368.06,2361.31,2370.42,2358.58,4.89E+08,7.57,1,11.84
3/31/17,2214.95,53.68,2339.43,2362.72,2364.82,2370.35,2362.6,6.20E+08,7.59,1,7.75
4/3/17,2216.36,51.58,2341.18,2358.84,2362.34,2365.87,2344.73,6.39E+08,7.39,1,21.14
4/4/17,2217.8,52.26,2343.08,2360.16,2354.76,2360.53,2350.72,4.82E+08,7.38,1,9.81
4/5/17,2219.15,48.24,2344.53,2352.95,2366.59,2378.36,2350.52,5.56E+08,7.44,1,27.84
